id	hap_id	family	prototype	start0	interpretation
BOUNDARY_1070	ksa003#1	ksa003	WHR1B	3605340	annotated_module_start_context_not_proven_breakpoint
BOUNDARY_1071	ksa003#2	ksa003	WHR1	3554707	annotated_module_start_context_not_proven_breakpoint
BOUNDARY_1072	ksa003#2	ksa003	WHR1B	3596803	annotated_module_start_context_not_proven_breakpoint
BOUNDARY_1073	ksa005#1	ksa005	WHR1	3562885	annotated_module_start_context_not_proven_breakpoint
BOUNDARY_1074	ksa005#1	ksa005	WHR1B	3637719	annotated_module_start_context_not_proven_breakpoint
BOUNDARY_1075	ksa005#1	ksa005	WHR1B	3604981	annotated_module_start_context_not_proven_breakpoint
BOUNDARY_1076	ksa005#2	ksa005	WHR1	3622562	annotated_module_start_context_not_proven_breakpoint
BOUNDARY_1077	ksa005#2	ksa005	WHR1B	3697396	annotated_module_start_context_not_proven_breakpoint
BOUNDARY_1078	ksa005#2	ksa005	WHR1B	3664658	annotated_module_start_context_not_proven_breakpoint
BOUNDARY_1079	ksa006#1	ksa006	WHR1	3534400	annotated_module_start_context_not_proven_breakpoint
BOUNDARY_1080	ksa006#1	ksa006	WHR1B	3576495	annotated_module_start_context_not_proven_breakpoint
BOUNDARY_1081	ksa006#1	ksa006	WHR1B	3602858	annotated_module_start_context_not_proven_breakpoint
BOUNDARY_1082	ksa007#1	ksa007	WHR1	3552000	annotated_module_start_context_not_proven_breakpoint
BOUNDARY_1083	ksa007#1	ksa007	WHR1B	3594096	annotated_module_start_context_not_proven_breakpoint
BOUNDARY_1084	ksa007#2	ksa007	WHR1	3507008	annotated_module_start_context_not_proven_breakpoint
BOUNDARY_1085	ksa007#2	ksa007	WHR1B	3549103	annotated_module_start_context_not_proven_breakpoint
BOUNDARY_1086	ksa008#1	ksa008	WHR1	3535762	annotated_module_start_context_not_proven_breakpoint
BOUNDARY_1087	ksa008#1	ksa008	WHR1B	3577858	annotated_module_start_context_not_proven_breakpoint
BOUNDARY_1088	ksa008#2	ksa008	WHR1	3539050	annotated_module_start_context_not_proven_breakpoint
BOUNDARY_1089	ksa008#2	ksa008	WHR1B	3581139	annotated_module_start_context_not_proven_breakpoint
